system	title	rom
SNES	Arcade's Greatest Hits - The Atari Collection 1	Arcade's Greatest Hits - The Atari Collection 1 (U) [!].smc
SNES	Arcana	Arcana (U) [!].smc
SNES	Archer MacLean's Dropzone	Archer MacLean's Dropzone (E) [!].smc
SNES	Ardy Lightfoot	Ardy Lightfoot (U) [!].smc
SNES	Arkanoid - Doh It Again	Arkanoid - Doh It Again (U) [!].smc
SNES	Art of Fighting	Art of Fighting (U) [!].smc
SNES	Ashita no Joe	Ashita no Joe (J) [T+Eng0.99_Vice].smc
SNES	Asterix	Asterix (E) (M4) [!].smc
SNES	Asterix & Obelix	Asterix & Obelix (E) (M4) [!].smc
SNES	Axelay	Axelay (U) [!].smc
SNES	B.O.B	B.O.B. (U) [!].smc
SNES	Bahamut Lagoon	Bahamut Lagoon (J) [T+Eng1.3-Copier_DeJap].smc
SNES	Ball Bullet Gun	Ball Bullet Gun (J) [T+Eng1.0_Aeon Genesis].smc
SNES	Ballz 3D	Ballz 3D (U) [!].smc
SNES	Barbie Super Model	Barbie Super Model (U) [!].smc
SNES	Barkley Shut Up and Jam!	Barkley Shut Up and Jam! (U) [!].smc
SNES	BASS Masters Classic	BASS Masters Classic (U) [!].smc
SNES	BASS Masters Classic - Pro Edition	BASS Masters Classic - Pro Edition (U) [!].smc
SNES	Bassin's Black Bass	Bassin's Black Bass (U) [!].smc
SNES	Bastard!! - Ankoku no Hakai-shin	Bastard!! - Ankoku no Hakai-shin (J) [T+Eng1.0_DeJap].smc
SNES	Batman - Revenge of the Joker	Batman - Revenge of the Joker (U) (Beta).smc
SNES	Batman Forever	Batman Forever (U) [!].smc
SNES	Batman Returns	Batman Returns (U) [!].smc
SNES	Battle Blaze	Battle Blaze (U) [!].smc
SNES	Battle Cars	Battle Cars (U) [!].smc
SNES	Battle Clash	Battle Clash (U) [!].smc
SNES	Battle Grand Prix	Battle Grand Prix (U) [!].smc
SNES	Battle Soccer - Field no Hasha	Battle Soccer - Field no Hasha (J) [T+Eng1.0_Hurkey].smc
SNES	Battletoads & Double Dragon - The Ultimate Team	Battletoads & Double Dragon - The Ultimate Team (U) [!].smc
SNES	Battletoads in Battlemaniacs	Battletoads in Battlemaniacs (U) [!].smc
SNES	Beauty and the Beast	Beauty and the Beast (U) [!].smc
SNES	Beavis and Butt-head	Beavis and Butt-head (U) [!].smc
SNES	Bebe's Kids	Bebe's Kids (U) [!].smc
SNES	Beethoven's 2nd	Beethoven's 2nd (U) [!].smc
SNES	Best of the Best - Championship Karate	Best of the Best - Championship Karate (U) [!].smc
SNES	Big Sky Trooper	Big Sky Trooper (U) [!].smc
SNES	Biker Mice From Mars	Biker Mice From Mars (U) [!].smc
SNES	Bill Laimbeer's Combat Basketball	Bill Laimbeer's Combat Basketball (U) [!].smc
SNES	Bill Walsh College Football	Bill Walsh College Football (U) [!].smc
SNES	Bio Metal	Bio Metal (U) [!].smc
SNES	Bishin Densetsu Zoku	Bishin Densetsu Zoku (J).smc
SNES	Bishoujo Senshi Sailor Moon - Another Story	Bishoujo Senshi Sailor Moon - Another Story (J) [T+Eng1.00_BishoujoST,RHFix1.0_mteam].smc
SNES	Bishoujo Senshi Sailor Moon R	Bishoujo Senshi Sailor Moon R (J) [T+Eng1.00_FuSoYa].smc
SNES	Blackthorne	Blackthorne (U) [!].smc
SNES	Blazeon	Blazeon (U) [!].smc
SNES	Blues Brothers, The	Blues Brothers, The (U) [!].smc
SNES	Bobby's World	Bobby's World (U) (Beta).smc
SNES	Bonkers	Bonkers (U) [!].smc
SNES	Boogerman - A Pick and Flick Adventure	Boogerman - A Pick and Flick Adventure (U) [!].smc
SNES	Boxing Legends of the Ring	Boxing Legends of the Ring (U) [!].smc
SNES	Brain Lord	Brain Lord (U) [!].smc
SNES	Brainies, The	Brainies, The (U) [!].smc
SNES	Bram Stoker's Dracula	Bram Stoker's Dracula (U) [!].smc
SNES	Brandish	Brandish (U) [!].smc
SNES	Brawl Brothers	Brawl Brothers (U) [!].smc
SNES	BreakThru!	BreakThru! (U) [!].smc
SNES	Breath of Fire	Breath of Fire (U) [!].smc
SNES	Breath of Fire II	Breath of Fire II (U) [!].smc
SNES	Brett Hull Hockey	Brett Hull Hockey (U) [!].smc
SNES	Brett Hull Hockey '95	Brett Hull Hockey '95 (U) [!].smc
SNES	Bronkie the Bronchiasaurus	Bronkie the Bronchiasaurus (U) (M2).smc
SNES	Brunswick World Tournament of Champions	Brunswick World Tournament of Champions (U) [!].smc
SNES	Brutal - Paws of Fury	Brutal - Paws of Fury (U) [!].smc
SNES	Bubsy II	Bubsy II (U) [!].smc
SNES	Bubsy in Claws Encounters of the Furred Kind	Bubsy in Claws Encounters of the Furred Kind (U) [!].smc
SNES	Bugs Bunny - Rabbit Rampage	Bugs Bunny - Rabbit Rampage (U) [!].smc
SNES	Bulls Vs Blazers and the NBA Playoffs	Bulls Vs Blazers and the NBA Playoffs (U) (V1.0) [!].smc
SNES	Bust-A-Move	Bust-A-Move (U) [!].smc
SNES	Cacoma Knight in Bizyland	Cacoma Knight in Bizyland (U) [!].smc
SNES	Cal Ripken Jr. Baseball	Cal Ripken Jr. Baseball (U) [!].smc
SNES	California Games II	California Games II (U) [!].smc
SNES	Cannondale Cup	Cannondale Cup (U) [!].smc
SNES	Capcom's MVP Football	Capcom's MVP Football (U) [!].smc
SNES	Capcom's Soccer Shootout	Capcom's Soccer Shootout (U).smc
SNES	Captain America and The Avengers	Captain America and The Avengers (U) [!].smc
SNES	Captain Commando	Captain Commando (U) [!].smc
SNES	Captain Novolin	Captain Novolin (U) (M3) [!].smc
SNES	Carrier Aces	Carrier Aces (U) [!].smc
SNES	Casper	Casper (U) [!].smc
SNES	Castlevania - Dracula X	Castlevania - Dracula X (U) [!].smc
SNES	Champions World Class Soccer	Champions World Class Soccer (U) (M4) [!].smc
SNES	Championship Pool	Championship Pool (U) [!].smc
SNES	Championship Soccer '94	Championship Soccer '94 (U) (M4) [!].smc
SNES	Chaos Seed - Fuusui Kairoki	Chaos Seed - Fuusui Kairoki (J).smc
SNES	Chavez	Chavez (U) [!].smc
SNES	Chavez II	Chavez II (U) [!].smc
SNES	Chessmaster, The	Chessmaster, The (U) [!].smc
SNES	Chester Cheetah - Too Cool to Fool	Chester Cheetah - Too Cool to Fool (U) [!].smc
SNES	Choplifter III	Choplifter III (U) [!].smc
SNES	Choujikuu Yousai Macross - Scrambled Valkyrie	Choujikuu Yousai Macross - Scrambled Valkyrie (J).smc
SNES	Chrono Trigger	Chrono Trigger (U) [!].smc
SNES	Chuck Rock	Chuck Rock (U) [!].smc
SNES	Civilization	Civilization (U) [!].smc
SNES	Clay Fighter	Clay Fighter (U) [!].smc
SNES	Clay Fighter - Tournament Edition	Clay Fighter - Tournament Edition (U) [!].smc
SNES	Clay Fighter 2 - Judgment Clay	Clay Fighter 2 - Judgment Clay (U) [!].smc
SNES	Claymates	Claymates (U) [!].smc
SNES	Cliffhanger	Cliffhanger (U) [!].smc
SNES	Clue	Clue (U) [!].smc
SNES	College Football USA '97 - The Road to New Orleans	College Football USA '97 - The Road to New Orleans (U) [!].smc
SNES	College Slam Basketball	College Slam Basketball (U) [!].smc
SNES	Combatribes, The	Combatribes, The (U) [!].smc
SNES	Congo's Caper	Congo's Caper (U) [!].smc
SNES	Contra III - The Alien Wars	Contra III - The Alien Wars (U) [!].smc
SNES	Cool Spot	Cool Spot (U) [!].smc
SNES	Cool World	Cool World (U) [!].smc
SNES	Cutthroat Island	Cutthroat Island (U) [!].smc
SNES	Cyber Spin	Cyber Spin (U) [!].smc
SNES	Cybernator	Cybernator (U) [!].smc
SNES	Cyborg 009	Cyborg 009 (J) [T+Eng1.0_J2e+Aeon Genesis].smc
SNES	D-Force	D-Force (U) [!].smc
SNES	Daffy Duck - The Marvin Missions	Daffy Duck - The Marvin Missions (U) [!].smc
SNES	Dai-3-Ji Super Robot Taisen	Dai-3-Ji Super Robot Taisen (J) (V1.0) [T+Eng1.0_Aeon Genesis].smc
SNES	Dai-4-Ji Super Robot Taisen	Dai-4-Ji Super Robot Taisen (J) (V1.0) [T+Eng0.25_Fraka].smc
SNES	Darius Twin	Darius Twin (U) [!].smc
SNES	Dark Half	Dark Half (J) [T-Eng0.26_KleptoSoft].smc
SNES	Dark Law - Meaning of Death	Dark Law - Meaning of Death (J) [T+Eng1.0_Aeon Genesis].smc
SNES	David Crane's Amazing Tennis	David Crane's Amazing Tennis (U) [!].smc
SNES	Daze Before Christmas	Daze Before Christmas (E).smc
SNES	Death and Return of Superman, The	Death and Return of Superman, The (U) [!].smc
SNES	Demolition Man	Demolition Man (U) [!].smc
SNES	Demon's Crest	Demon's Crest (U) [!].smc
SNES	Dennis the Menace	Dennis the Menace (U) [!].smc
SNES	Der Langrisser	Der Langrisser (J) (V1.1) [T+Eng1.02_Byuu+DL Team].smc
SNES	Derby Stallion 96	Derby Stallion 96 (J) [!].smc
SNES	Desert Strike - Return to the Gulf	Desert Strike - Return to the Gulf (U) [!].smc
SNES	Dig & Spike Volleyball	Dig & Spike Volleyball (U) [!].smc
SNES	Dino City	Dino City (U) [!].smc
SNES	Dino Dini's Soccer	Dino Dini's Soccer (E) (M3) [!].smc
SNES	Dirt Racer	Dirt Racer (E) (M3) [!].smc
SNES	Dirt Trax FX	Dirt Trax FX (U) [!].smc
SNES	Do-Re-Mi Fantasy - Milon no Dokidoki Daibouken	Do-Re-Mi Fantasy - Milon no Dokidoki Daibouken (E) (VC).smc
SNES	Donkey Kong Country	Donkey Kong Country (U) (V1.0) [!].smc
SNES	Donkey Kong Country 2 - Diddy's Kong Quest	Donkey Kong Country 2 - Diddy's Kong Quest (U) (M2) (V1.0) [!].smc
SNES	Donkey Kong Country 3 - Dixie Kong's Double Trouble	Donkey Kong Country 3 - Dixie Kong's Double Trouble (U) (M2) [!].smc
SNES	Doom	Doom (U) [!].smc
SNES	Doomsday Warrior	Doomsday Warrior (U) [!].smc
SNES	Dossun! Ganseki Battle	Dossun! Ganseki Battle (J) [T+Eng1.00_Aeon Genesis].smc
SNES	Double Dragon V - The Shadow Falls	Double Dragon V - The Shadow Falls (U) [!].smc
SNES	Dr. Mario	Dr. Mario (J) (BS).smc
SNES	Dragon - The Bruce Lee Story	Dragon - The Bruce Lee Story (U) [!].smc
SNES	Dragon View	Dragon View (U) [!].smc
SNES	Dragon's Lair	Dragon's Lair (U) [!].smc
SNES	Drakkhen	Drakkhen (U) [!].smc
SNES	Dream TV	Dream TV (U) [!].smc
SNES	Dual Orb II	Dual Orb II (J) [T+Eng1.5_TransCorp].smc
SNES	Dungeon Master	Dungeon Master (U) [!].smc
SNES	E.V.O. Search for Eden	E.V.O. Search for Eden (U) [!].smc
SNES	Earth Bound - The War Against Giygas!	Earth Bound - The War Against Giygas! (U) [!].smc
SNES	Earthworm Jim	Earthworm Jim (U) [!].smc
SNES	Earthworm Jim 2	Earthworm Jim 2 (U) [!].smc
SNES	Eek! The Cat	Eek! The Cat (U) [!].smc
SNES	Emmitt Smith Football	Emmitt Smith Football (U) [!].smc
SNES	Equinox	Equinox (U) [!].smc
SNES	ESPN Baseball Tonight	ESPN Baseball Tonight (U) [!].smc
SNES	ESPN National Hockey Night	ESPN National Hockey Night (U) [!].smc
SNES	ESPN Speedworld	ESPN Speedworld (U) [!].smc
SNES	ESPN Sunday Night NFL	ESPN Sunday Night NFL (U) [!].smc
SNES	Extra Innings	Extra Innings (U) [!].smc
SNES	F-Zero	F-Zero (U) [!].smc
SNES	F-Zero Grand Prix 2	BS F-Zero Grand Prix 2 (J) (BS).smc
SNES	F1 Pole Position	F1 Pole Position (U) [!].smc
SNES	F1 Pole Position 2	F1 Pole Position 2 (E) [!].smc
SNES	Faceball 2000	Faceball 2000 (U) [!].smc
SNES	Family Dog	Family Dog (U) [!].smc
SNES	Family Feud	Family Feud (U) (V1.0) [!].smc
SNES	Fatal Fury	Fatal Fury (U) [!].smc
SNES	Fatal Fury 2	Fatal Fury 2 (U) [!].smc
SNES	FIFA 97 - Gold Edition	FIFA 97 - Gold Edition (U) (M6) [!].smc
SNES	FIFA Soccer 96	FIFA Soccer 96 (U) (M6) [!].smc
SNES	Fighter's History	Fighter's History (U) [!].smc
SNES	Final Fantasy - Mystic Quest	Final Fantasy - Mystic Quest (U) (V1.0) [!].smc
SNES	Final Fantasy II	Final Fantasy II (U) (V1.0) [!].smc
SNES	Final Fantasy III	Final Fantasy III (U) (V1.0) [!].smc
SNES	Final Fight	Final Fight (U) [!].smc
SNES	Final Fight 2	Final Fight 2 (U) [!].smc
SNES	Final Fight 3	Final Fight 3 (U) [!].smc
SNES	Final Fight Guy	Final Fight Guy (U) [!].smc
SNES	Fire Striker	Fire Striker (U) [!].smc
SNES	Firemen, The	Firemen, The (U) (Prototype).smc
SNES	Firepower 2000	Firepower 2000 (U) [!].smc
SNES	First Samurai	First Samurai (U) [!].smc
SNES	Flashback - The Quest for Identity	Flashback - The Quest for Identity (U) (M3) [!].smc
SNES	Flintstones, The	Flintstones, The (U) (M6) [!].smc
SNES	Flintstones, The - The Treasure of Sierra Madrock	Flintstones, The - The Treasure of Sierra Madrock (U) [!].smc
SNES	Football Fury	Football Fury (U) [!].smc
SNES	Foreman For Real	Foreman For Real (U) [!].smc
SNES	Frank Thomas' Big Hurt Baseball	Frank Thomas' Big Hurt Baseball (U) [!].smc
SNES	Frantic Flea	Frantic Flea (U) [!].smc
SNES	Frogger	Frogger (U) [!].smc
SNES	Full Throttle Racing	Full Throttle Racing (U) [!].smc
SNES	Fun 'N Games	Fun 'N Games (E) [!].smc
SNES	Game Genie BIOS	Game Genie BIOS V2.0 [!].smc
SNES	Gemfire	Gemfire (U) [!].smc
SNES	Genghis Khan II - Clan of the Gray Wolf	Genghis Khan II - Clan of the Gray Wolf (U) [!].smc
SNES	George Foreman's KO Boxing	George Foreman's KO Boxing (U) (V1.0) [!].smc
SNES	Ghoul Patrol	Ghoul Patrol (U) [!].smc
SNES	Gods	Gods (U) [!].smc
SNES	Goof Troop	Goof Troop (U) [!].smc
SNES	GP-1	GP-1 (U) [!].smc
SNES	GP-1 Part II	GP-1 Part II (U) [!].smc
SNES	Gradius III	Gradius III (U) [!].smc
SNES	Great Circus Mystery Starring Mickey & Minnie, The	Great Circus Mystery Starring Mickey & Minnie, The (U) [!].smc
SNES	Hagane	Hagane (U) [!].smc
SNES	HAL's Hole in One Golf	HAL's Hole in One Golf (U) [!].smc
SNES	Harley's Humongous Adventure	Harley's Humongous Adventure (U) [!].smc
SNES	Harvest Moon	Harvest Moon (U) [!].smc
SNES	Hebereke's Popoitto	Hebereke's Popoitto (E).smc
SNES	Hebereke's Popoon	Hebereke's Popoon (E) [!].smc
SNES	Hit the Ice	Hit the Ice (U) [!].smc
SNES	Home Alone	Home Alone (U) [!].smc
SNES	Home Alone 2 - Lost in New York	Home Alone 2 - Lost in New York (U) [!].smc
SNES	Home Improvement	Home Improvement (U) [!].smc
SNES	Hook	Hook (U) [!].smc
SNES	Humans, The	Humans, The (E).smc
SNES	Hunt for Red October, The	Hunt for Red October, The (U) [!].smc
SNES	Hurricanes, The	Hurricanes, The (U) [!].smc
SNES	Hyper V-Ball	Hyper V-Ball (U) [!].smc
SNES	HyperZone	HyperZone (U) [!].smc
SNES	Ignition Factor, The	Ignition Factor, The (U) [!].smc
SNES	Illusion of Gaia	Illusion of Gaia (U) [!].smc
SNES	Incantation	Incantation (U) [!].smc
SNES	Incredible Crash Dummies, The	Incredible Crash Dummies, The (U) [!].smc
SNES	Incredible Hulk, The	Incredible Hulk, The (U) [!].smc
SNES	Indiana Jones' Greatest Adventures	Indiana Jones' Greatest Adventures (U) [!].smc
SNES	Inindo - Way of the Ninja	Inindo - Way of the Ninja (U) [!].smc
SNES	Inspector Gadget	Inspector Gadget (U) [!].smc
SNES	International Superstar Soccer	International Superstar Soccer (U) [!].smc
SNES	International Superstar Soccer Deluxe	International Superstar Soccer Deluxe (U) [!].smc
SNES	International Tennis Tour	International Tennis Tour (U) [!].smc
SNES	Itchy & Scratchy Game, The	Itchy & Scratchy Game, The (U).smc
SNES	Izzy's Quest for the Olympic Rings	Izzy's Quest for the Olympic Rings (U) [!].smc
SNES	Jack Nicklaus Golf	Jack Nicklaus Golf (U) [!].smc
SNES	James Bond Jr	James Bond Jr (U) [!].smc
SNES	Jammit	Jammit (U) [!].smc
SNES	Jeopardy!	Jeopardy! (U) [!].smc
SNES	Jetsons, The - Invasion of the Planet Pirates	Jetsons, The - Invasion of the Planet Pirates (U) [!].smc
SNES	Jim Power - The Lost Dimension in 3D	Jim Power - The Lost Dimension in 3D (U) [!].smc
SNES	Jimmy Connors Pro Tennis Tour	Jimmy Connors Pro Tennis Tour (U) [!].smc
SNES	Joe & Mac	Joe & Mac (U) [!].smc
SNES	Joe & Mac 2 - Lost in the Tropics	Joe & Mac 2 - Lost in the Tropics (U) [!].smc
SNES	John Madden Football	John Madden Football (U) [!].smc
SNES	John Madden Football '93	John Madden Football '93 (U) (V1.0) [!].smc
SNES	JRR Tolkien's The Lord of the Rings - Volume 1	JRR Tolkien's The Lord of the Rings - Volume 1 (U) [!].smc
SNES	Judge Dredd	Judge Dredd (U) [!].smc
SNES	Jungle Book, The	Jungle Book, The (U) [!].smc
SNES	Jungle Strike	Jungle Strike (U) [!].smc
SNES	Jurassic Park	Jurassic Park (U) (V1.0) [!].smc
SNES	Jurassic Park Part 2 - The Chaos Continues	Jurassic Park Part 2 - The Chaos Continues (U) (M4) [!].smc
SNES	Justice League Task Force	Justice League Task Force (U) [!].smc
SNES	Kablooey	Kablooey (U) [!].smc
SNES	Kawasaki Caribbean Challenge	Kawasaki Caribbean Challenge (U) [!].smc
SNES	Kawasaki Superbike Challenge	Kawasaki Superbike Challenge (U) [!].smc
SNES	Ken Griffey Jr. Presents Major League Baseball	Ken Griffey Jr. Presents Major League Baseball (U) [!].smc
SNES	Ken Griffey Jr.'s Winning Run	Ken Griffey Jr.'s Winning Run (U) [!].smc
SNES	Kendo Rage	Kendo Rage (U) [!].smc
SNES	Kick Off 3 - European Challenge	Kick Off 3 - European Challenge (E) (M5) [!].smc
SNES	Killer Instinct	Killer Instinct (U) (V1.0) [!].smc
SNES	King Arthur & The Knights of Justice	King Arthur & The Knights of Justice (U) [!].smc
SNES	King Arthur's World	King Arthur's World (U) [!].smc
SNES	King of Dragons, The	King of Dragons, The (U) [!].smc
SNES	King of the Monsters	King of the Monsters (U) [!].smc
SNES	King of the Monsters 2	King of the Monsters 2 (U) [!].smc
SNES	Kirby Super Star	Kirby Super Star (U) [!].smc
SNES	Kirby's Avalanche	Kirby's Avalanche (U) [!].smc
SNES	Kirby's Dream Course	Kirby's Dream Course (U) [!].smc
SNES	Kirby's Dream Land 3	Kirby's Dream Land 3 (U) [!].smc
SNES	Knights of the Round	Knights of the Round (U) [!].smc
SNES	Kyle Petty's No Fear Racing	Kyle Petty's No Fear Racing (U) [!].smc
SNES	Lagoon	Lagoon (U) [!].smc
SNES	Lamborghini - American Challenge	Lamborghini - American Challenge (U) [!].smc
SNES	Last Action Hero	Last Action Hero (U) [!].smc
SNES	Lawnmower Man, The	Lawnmower Man, The (U) [!].smc
SNES	Legend	Legend (U) [!].smc
SNES	Legend of The Mystical Ninja, The	Legend of The Mystical Ninja, The (U) [!].smc
SNES	Legend of Zelda, The - A Link to the Past	Legend of Zelda, The - A Link to the Past (U) [!].smc
SNES	Lemmings	Lemmings (U) (V1.1) [!].smc
SNES	Lemmings 2 - The Tribes	Lemmings 2 - The Tribes (U) [!].smc
SNES	Lester the Unlikely	Lester the Unlikely (U) [!].smc
SNES	Lethal Enforcers	Lethal Enforcers (U) [!].smc
SNES	Lethal Weapon	Lethal Weapon (U) [!].smc
SNES	Liberty or Death	Liberty or Death (U) [!].smc
SNES	Lion King, The	Lion King, The (U) [!].smc
SNES	Lock On	Lock On (U) [!].smc
SNES	Looney Tunes B-Ball	Looney Tunes B-Ball (U) [!].smc
SNES	Lost Vikings II, The	Lost Vikings II, The (U) [!].smc
SNES	Lost Vikings, The	Lost Vikings, The (U) [!].smc
SNES	Lucky Luke	Lucky Luke (E) (M4) [!].smc
SNES	Lufia & The Fortress of Doom	Lufia & The Fortress of Doom (U) [!].smc
SNES	Lufia II - Rise of the Sinistrals	Lufia II - Rise of the Sinistrals (U) [!].smc
SNES	Madden NFL '94	Madden NFL '94 (U) [!].smc
SNES	Madden NFL '95	Madden NFL '95 (U) [!].smc
SNES	Madden NFL '96	Madden NFL '96 (U) [!].smc
SNES	Madden NFL '97	Madden NFL '97 (U) [!].smc
SNES	Madden NFL '98	Madden NFL '98 (U) [!].smc
SNES	Magic Boy	Magic Boy (U) [!].smc
SNES	Magic Sword	Magic Sword (U) [!].smc
SNES	Magical Quest Starring Mickey Mouse, The	Magical Quest Starring Mickey Mouse, The (U) [!].smc
SNES	Mario & Wario	Mario & Wario (J) [!].smc
SNES	Mario is Missing!	Mario is Missing! (U) [!].smc
SNES	Mario Paint	Mario Paint (JU) [!].smc
SNES	Mario's Early Years	Mario's Early Years - Fun With Letters (U) [!].smc
SNES	Mario's Time Machine	Mario's Time Machine (U) [!].smc
SNES	Marko's Magic Football	Marko's Magic Football (E) (M4).smc
SNES	Marvel Super Heroes - War of the Gems	Marvel Super Heroes - War of the Gems (U) [!].smc
SNES	Mary Shelley's Frankenstein	Mary Shelley's Frankenstein (U) [!].smc
SNES	Mask, The	Mask, The (U) [!].smc
SNES	Maui Mallard in Cold Shadow	Maui Mallard in Cold Shadow (U) [!].smc
SNES	Mazinger Z	Mazinger Z (J) [!].smc
SNES	Mecarobot Golf	Mecarobot Golf (U) [!].smc
SNES	Mechwarrior	Mechwarrior (U) [!].smc
SNES	Mechwarrior 3050	Mechwarrior 3050 (U) [!].smc
SNES	Mega lo Mania	Mega lo Mania (E) (M3) [!].smc
SNES	Megaman VII	Megaman VII (U) [!].smc
SNES	Megaman X	Megaman X (U) (V1.0) [!].smc
SNES	Megaman X 2	Megaman X 2 (U) [!].smc
SNES	Megaman X 3	Megaman X 3 (U) [!].smc
SNES	Megaman's Soccer	Megaman's Soccer (U) [!].smc
SNES	Metal Combat - Falcon's Revenge	Metal Combat - Falcon's Revenge (U) [!].smc
SNES	Metal Marines	Metal Marines (U) [!].smc
SNES	Metal Morph	Metal Morph (U) [!].smc
SNES	Metal Warriors	Metal Warriors (U).smc
SNES	Michael Jordan - Chaos in the Windy City	Michael Jordan - Chaos in the Windy City (U) [!].smc
SNES	Mickey Mania	Mickey Mania (U) [!].smc
SNES	Mickey's Ultimate Challenge	Mickey's Ultimate Challenge (U) [!].smc
SNES	Micro Machines	Micro Machines (U) [!].smc
SNES	Micro Machines 2 - Turbo Tournament	Micro Machines 2 - Turbo Tournament (E).smc
SNES	Might and Magic II - Gates to Another World	Might and Magic II - Gates to Another World (E).smc
SNES	Might and Magic III - Isles of Terra	Might and Magic III - Isles of Terra (U) [!].smc
SNES	Mighty Max	Mighty Max (U) [!].smc
SNES	Mighty Morphin Power Rangers	Mighty Morphin Power Rangers (U) [!].smc
SNES	Mighty Morphin Power Rangers - The Fighting Edition	Mighty Morphin Power Rangers - The Fighting Edition (U) [!].smc
SNES	Mighty Morphin Power Rangers - The Movie	Mighty Morphin Power Rangers - The Movie (U) [!].smc
SNES	MLBPA Baseball	MLBPA Baseball (U) [!].smc
SNES	MoHawk & Headphone Jack	MoHawk & Headphone Jack (U) [!].smc
SNES	Monopoly	Monopoly (U) (V1.0) [!].smc
SNES	Mortal Kombat	Mortal Kombat (U) [!].smc
SNES	Mortal Kombat 3	Mortal Kombat 3 (U) [!].smc
SNES	Mortal Kombat II	Mortal Kombat II (U) (V1.0) [!].smc
SNES	Mr. Do!	Mr. Do! (U) [!].smc
SNES	Ms. Pac-Man	Ms. Pac-Man (U) [!].smc
SNES	Mutant Chronicles - Doom Troopers	Mutant Chronicles - Doom Troopers (U) [!].smc
SNES	NBA All-Star Challenge	NBA All-Star Challenge (U) [!].smc
SNES	NBA Give 'N Go	NBA Give 'N Go (U) [!].smc
SNES	NBA Hang Time	NBA Hang Time (U) [!].smc
SNES	NBA Jam	NBA Jam (U) (V1.0) [!].smc
SNES	NBA Jam - Tournament Edition	NBA Jam - Tournament Edition (U) [!].smc
SNES	NBA Live '95	NBA Live '95 (U) [!].smc
SNES	NBA Live '96	NBA Live '96 (U) [!].smc
SNES	NBA Live '97	NBA Live '97 (U) [!].smc
SNES	NBA Live '98	NBA Live '98 (U) [!].smc
SNES	NBA Showdown	NBA Showdown (U) [!].smc
SNES	NCAA Basketball	NCAA Basketball (U) (V1.0) [!].smc
SNES	NCAA Football	NCAA Football (U) [!].smc
SNES	NFL Football	NFL Football (U) [!].smc
SNES	NFL Quarterback Club	NFL Quarterback Club (U) [!].smc
SNES	NHL '94	NHL '94 (U) [!].smc
SNES	NHL '95	NHL '95 (U) [!].smc
SNES	NHL '96	NHL '96 (U) [!].smc
SNES	NHL '97	NHL '97 (U) (V1.0) [!].smc
SNES	NHL '98	NHL '98 (U) [!].smc
SNES	NHL Stanley Cup	NHL Stanley Cup (U) (M2) [!].smc
SNES	NHLPA Hockey '93	NHLPA Hockey '93 (U) [!].smc
SNES	Nickelodeon GUTS	Nickelodeon GUTS (U) [!].smc
SNES	Nigel Mansell's World Championship Racing	Nigel Mansell's World Championship Racing (U) [!].smc
SNES	Ninja Gaiden Trilogy	Ninja Gaiden Trilogy (U) [!].smc
SNES	No Escape	No Escape (U) [!].smc
SNES	Nobunaga's Ambition	Nobunaga's Ambition (U) [!].smc
SNES	Nobunaga's Ambition - Lord of Darkness	Nobunaga's Ambition - Lord of Darkness (U) [!].smc
SNES	Nolan Ryan's Baseball	Nolan Ryan's Baseball (U) [!].smc
SNES	Nosferatu	Nosferatu (U) [!].smc
SNES	Obitus	Obitus (U) [!].smc
SNES	Ogre Battle - The March of the Black Queen	Ogre Battle - The March of the Black Queen (U) [!].smc
SNES	Olympic Summer Games 96	Olympic Summer Games 96 (U) [!].smc
SNES	Operation Logic Bomb	Operation Logic Bomb (U) [!].smc
SNES	Oscar	Oscar (U) [!].smc
SNES	Out of This World	Out of This World (U) [!].smc
SNES	Outlander	Outlander (U) [!].smc
SNES	Pac-Attack	Pac-Attack (U) [!].smc
SNES	Pac-in-Time	Pac-in-Time (U) [!].smc
SNES	Pac-Man 2 - The New Adventures	Pac-Man 2 - The New Adventures (U) [!].smc
SNES	Pacific Theater of Operations	Pacific Theater of Operations (U) [!].smc
